0,0,53,77,40,63
0,0,53,77,40,67
0,0,53,77,40,46
0,0,53,77,40,55
0,0,53,77,40,59
0,0,53,77,40,76
0,0,53,77,40,72
0,0,53,77,40,47
0,0,53,77,40,79
0,0,53,77,40,95
0,0,53,77,40,70
0,0,53,77,40,65
0,0,53,77,40,69
0,0,53,77,40,54
0,0,53,77,40,88
0,0,53,77,40,66
0,0,53,77,40,68
0,0,53,77,40,62
0,0,53,77,40,68
0,0,53,77,40,85
0,0,53,77,40,65
0,0,53,77,40,83
0,0,53,77,40,73
0,0,53,77,40,54
0,0,53,77,40,65
0,0,53,77,40,80
0,0,53,77,40,56
0,0,53,77,40,75
0,0,53,77,40,37
0,0,53,77,40,66
0,0,53,77,40,49
0,0,53,77,40,54
0,0,53,77,40,60
0,0,53,77,40,95
0,0,53,77,40,59
0,0,53,77,40,71
0,0,53,77,40,63
0,0,53,77,40,83
0,0,53,77,40,58
0,0,53,77,40,35
0,0,53,77,40,63
0,0,53,77,40,47
0,0,53,77,40,65
0,0,53,77,40,65
0,0,53,77,40,37
0,0,53,77,40,63
0,0,53,77,40,42
0,0,53,77,40,80
0,0,53,77,40,54
0,0,53,77,40,53
0,0,53,77,40,64
0,0,53,77,40,91
0,0,53,77,40,60
0,0,53,77,40,71
0,0,53,77,40,64
0,0,53,77,40,49
0,0,53,77,40,73
0,0,53,77,40,44
0,0,53,77,40,58
0,0,53,77,40,45
0,0,53,77,40,61
0,0,53,77,40,18
0,0,53,77,40,54
0,0,53,77,40,74
0,0,53,77,40,63
0,0,53,77,40,67
0,0,53,77,40,77
0,0,53,77,40,72
0,0,53,77,40,66
0,0,53,77,40,66
0,0,53,77,40,50
0,0,53,77,40,67
0,0,53,77,40,66
0,0,53,77,40,68
0,0,53,77,40,77
0,0,53,77,40,38
0,0,53,77,40,43
0,0,53,77,40,80
0,0,53,77,40,65
0,0,53,77,40,100
0,0,53,77,40,78
0,0,53,77,40,73
0,0,53,77,40,70
0,0,53,77,40,69
0,0,53,77,40,75
0,0,53,77,40,62
0,0,53,77,40,100
0,0,53,77,40,67
0,0,53,77,40,46
0,0,53,77,40,67
0,0,53,77,40,78
0,0,53,77,40,100
0,0,53,77,40,86
0,0,53,77,40,67
0,0,53,77,40,60
0,0,53,77,40,52
0,0,53,77,40,62
0,0,53,77,40,63
0,0,53,77,40,90
0,0,53,77,40,63
0,0,53,77,40,56
0,0,53,77,40,44
0,0,53,77,40,75
0,0,53,77,40,72
0,0,53,77,40,53
0,0,53,77,40,42
0,0,53,77,40,67
0,0,53,77,40,62
0,0,53,77,40,68
0,0,53,77,40,75
0,0,53,77,40,78
0,0,53,77,40,64
0,0,53,77,40,70
0,0,53,77,40,56
0,0,53,77,40,66
0,0,53,77,40,0
0,0,53,77,40,43
0,0,53,77,40,89
0,0,53,77,40,67
0,0,53,77,40,72
0,0,53,77,40,70
0,0,53,77,40,80
0,0,53,77,40,48
0,0,53,77,40,64
0,0,53,77,40,76
0,0,53,77,40,75
0,0,53,77,40,48
0,0,53,77,40,46
0,0,53,77,40,58
0,0,53,77,40,47
0,0,53,77,40,55
0,0,53,77,40,60
0,0,53,77,40,89
0,0,53,77,40,38
0,0,53,77,40,47
0,0,53,77,40,81
0,0,53,77,40,88
0,0,53,77,40,78
0,0,53,77,40,77
0,0,53,77,40,86
0,0,53,77,40,71
0,0,53,77,40,80
0,0,53,77,40,89
0,0,53,77,40,71
0,0,53,77,40,72
0,0,53,77,40,72
0,0,53,77,40,56
0,0,53,77,40,54
0,0,53,77,40,57
0,0,53,77,40,72
0,0,53,77,40,61
0,0,53,77,40,50
0,0,53,77,40,53
0,0,53,77,40,43
0,0,53,77,40,95
0,0,53,77,40,68
0,0,53,77,40,30
0,0,53,77,40,82
0,0,53,77,40,69
0,0,53,77,40,59
0,0,53,77,40,100
0,0,53,77,40,90
0,0,53,77,40,87
0,0,53,77,40,71
0,0,53,77,40,59
0,0,53,77,40,56
0,0,53,77,40,67
0,0,53,77,40,58
0,0,53,77,40,100
0,0,53,77,40,75
0,0,53,77,40,55
0,0,53,77,40,63
0,0,53,77,40,56
0,0,53,77,40,78
0,0,53,77,40,45
0,0,53,77,40,42
0,0,53,77,40,47
0,0,53,77,40,69
0,0,53,77,40,58
0,0,53,77,40,56
0,0,53,77,40,54
0,0,53,77,40,78
0,0,53,77,40,45
0,0,53,77,40,52
0,0,53,77,40,59
0,0,53,77,40,50
0,0,53,77,40,69
0,0,53,77,40,70
0,0,53,77,40,46
0,0,53,77,40,71
0,0,53,77,40,52
0,0,53,77,40,48
0,0,53,77,40,61
0,0,53,77,40,53
0,0,53,77,40,43
0,0,53,77,40,37
0,0,53,77,40,68
0,0,53,77,40,0
0,0,53,77,40,70
0,0,53,77,40,68
0,0,53,77,40,43
0,0,53,77,40,74
0,0,53,77,40,53
0,0,53,77,40,69
0,0,53,77,40,48
0,0,53,77,40,60
0,0,53,77,40,66
0,0,53,77,40,61
0,0,53,77,40,46
0,0,53,77,40,62
0,0,53,77,40,66
0,0,53,77,40,43
0,0,53,77,40,65
0,0,53,77,40,54
0,0,53,77,40,54
0,0,53,77,40,46
0,0,53,77,40,56
0,0,53,77,40,49
0,0,53,77,40,44
0,0,53,77,40,27
0,0,53,77,40,35
0,0,53,77,40,37
0,0,53,77,40,31
0,0,53,77,40,24
0,0,53,77,40,47
0,0,53,77,40,72
0,0,53,77,40,53
0,0,53,77,40,49
0,0,53,77,40,33
0,0,53,77,40,76
0,0,53,77,40,58
0,0,53,77,40,50
0,0,53,77,40,64
0,0,53,77,40,77
0,0,53,77,40,50
0,0,53,77,40,76
0,0,53,77,40,79
0,0,53,77,40,50
0,0,53,77,40,70
0,0,53,77,40,64
0,0,53,77,40,61
0,0,53,77,40,76
0,0,53,77,40,44
0,0,53,77,40,71
0,0,53,77,40,88
0,0,53,77,40,86
0,0,53,77,40,69
0,0,53,77,40,73
0,0,53,77,40,91
0,0,53,77,40,82
0,0,53,77,40,79
0,0,53,77,40,87
0,0,53,77,40,50
